x-axis,1,2,3,F1
second,Volt,Volt,Volt,Volt
-4.005000E-03,+7.501387224E+00,+7.491437392E+00,+7.423994973E+00,-75.231448E-03
-4.000000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
-3.995000E-03,+7.476261595E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.990000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-25.060549E-03
-3.985000E-03,+7.375759082E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
-3.980000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
-3.975000E-03,+7.325507825E+00,+7.240181109E+00,+7.248115575E+00,-25.060549E-03
-3.970000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.965000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-200.658694E-03
-3.960000E-03,+7.501387224E+00,+7.491437392E+00,+7.348618088E+00,-125.402346E-03
-3.955000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.950000E-03,+7.476261595E+00,+7.240181109E+00,+7.398869345E+00,+24.900E-06
-3.945000E-03,+7.501387224E+00,+7.541688649E+00,+7.423994973E+00,-75.231448E-03
-3.940000E-03,+7.627015365E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
-3.935000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-175.573245E-03
-3.930000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+175.623044E-03
-3.925000E-03,+7.426010339E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
-3.920000E-03,+7.375759082E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.915000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-25.060549E-03
-3.910000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,-200.658694E-03
-3.905000E-03,+7.375759082E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
-3.900000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-125.402346E-03
-3.895000E-03,+7.325507825E+00,+7.416060507E+00,+7.423994973E+00,-175.573245E-03
-3.890000E-03,+7.501387224E+00,+7.240181109E+00,+7.423994973E+00,+24.900E-06
-3.885000E-03,+7.501387224E+00,+7.416060507E+00,+7.549623115E+00,-75.231448E-03
-3.880000E-03,+7.426010339E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
-3.875000E-03,+7.501387224E+00,+7.441186136E+00,+7.423994973E+00,+175.623044E-03
-3.870000E-03,+7.501387224E+00,+7.240181109E+00,+7.248115575E+00,-175.573245E-03
-3.865000E-03,+7.375759082E+00,+7.491437392E+00,+7.348618088E+00,-200.658694E-03
-3.860000E-03,+7.375759082E+00,+7.416060507E+00,+7.348618088E+00,-200.658694E-03
-3.855000E-03,+7.325507825E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.850000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.845000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-125.402346E-03
-3.840000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-200.658694E-03
-3.835000E-03,+7.501387224E+00,+7.441186136E+00,+7.248115575E+00,-25.060549E-03
-3.830000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.825000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.820000E-03,+7.501387224E+00,+7.290432366E+00,+7.423994973E+00,+24.900E-06
-3.815000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-25.060549E-03
-3.810000E-03,+7.526512852E+00,+7.591939906E+00,+7.423994973E+00,-175.573245E-03
-3.805000E-03,+7.501387224E+00,+7.416060507E+00,+7.222989947E+00,+24.900E-06
-3.800000E-03,+7.375759082E+00,+7.340683622E+00,+7.348618088E+00,-50.145998E-03
-3.795000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-175.573245E-03
-3.790000E-03,+7.501387224E+00,+7.416060507E+00,+7.248115575E+00,-200.658694E-03
-3.785000E-03,+7.375759082E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
-3.780000E-03,+7.627015365E+00,+7.541688649E+00,+7.423994973E+00,-200.658694E-03
-3.775000E-03,+7.677266622E+00,+7.416060507E+00,+7.248115575E+00,-200.658694E-03
-3.770000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-200.658694E-03
-3.765000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.760000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-75.231448E-03
-3.755000E-03,+7.325507825E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.750000E-03,+7.501387224E+00,+7.441186136E+00,+7.423994973E+00,-25.060549E-03
-3.745000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366832E+00,-125.402346E-03
-3.740000E-03,+7.375759082E+00,+7.290432366E+00,+7.423994973E+00,+24.900E-06
-3.735000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-25.060549E-03
-3.730000E-03,+7.501387224E+00,+7.591939906E+00,+7.248115575E+00,-175.573245E-03
-3.725000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
-3.720000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-200.658694E-03
-3.715000E-03,+7.325507825E+00,+7.416060507E+00,+7.423994973E+00,-25.060549E-03
-3.710000E-03,+7.476261595E+00,+7.591939906E+00,+7.423994973E+00,-200.658694E-03
-3.705000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-75.231448E-03
-3.700000E-03,+7.702392250E+00,+7.416060507E+00,+7.499371858E+00,-125.402346E-03
-3.695000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,+24.900E-06
-3.690000E-03,+7.501387224E+00,+7.416060507E+00,+7.449120602E+00,-150.487796E-03
-3.685000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.680000E-03,+7.576764109E+00,+7.541688649E+00,+7.423994973E+00,-75.231448E-03
-3.675000E-03,+7.501387224E+00,+7.416060507E+00,+7.398869345E+00,-175.573245E-03
-3.670000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-175.573245E-03
-3.665000E-03,+7.501387224E+00,+7.416060507E+00,+7.298366832E+00,-200.658694E-03
-3.660000E-03,+7.375759082E+00,+7.541688649E+00,+7.423994973E+00,-125.402346E-03
-3.655000E-03,+7.325507825E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
-3.650000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-25.060549E-03
-3.645000E-03,+7.300382197E+00,+7.541688649E+00,+7.348618088E+00,-75.231448E-03
-3.640000E-03,+7.501387224E+00,+7.416060507E+00,+7.348618088E+00,-75.231448E-03
-3.635000E-03,+7.501387224E+00,+7.591939906E+00,+7.423994973E+00,-25.060549E-03
-3.630000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-150.487796E-03
-3.625000E-03,+7.501387224E+00,+7.491437392E+00,+7.423994973E+00,-200.658694E-03
-3.620000E-03,+7.501387224E+00,+7.491437392E+00,+7.423994973E+00,-200.658694E-03
-3.615000E-03,+7.501387224E+00,+7.416060507E+00,+7.423994973E+00,-200.658694E-03
