x-axis,F1
second,Volt
-6.345200E-03,-2.182486067E+00
-6.341800E-03,-2.249059573E+00
-6.338400E-03,-2.169606702E+00
-6.335000E-03,-2.185094251E+00
-6.331600E-03,-2.264547122E+00
-6.328200E-03,-2.226262946E+00
-6.324800E-03,-2.299276135E+00
-6.321400E-03,-2.329381838E+00
-6.318000E-03,-2.293783431E+00
-6.314600E-03,-2.168737307E+00
-6.311200E-03,-2.189717560E+00
-6.307800E-03,-2.182408483E+00
-6.304400E-03,-2.175099406E+00
-6.301000E-03,-2.248112594E+00
-6.297600E-03,-2.168737307E+00
-6.294200E-03,-2.168737307E+00
-6.290800E-03,-2.168737307E+00
-6.287400E-03,-2.168737307E+00
-6.284000E-03,-2.088415042E+00
-6.280600E-03,-2.088415042E+00
-6.277200E-03,-2.060203295E+00
-6.273800E-03,-1.948673180E+00
-6.270400E-03,-1.927770510E+00
-6.267000E-03,-1.934055025E+00
-6.263600E-03,-1.848472807E+00
-6.260200E-03,-1.847448245E+00
-6.256800E-03,-1.831805528E+00
-6.253400E-03,-1.801544657E+00
-6.250000E-03,-1.767125979E+00
-6.246600E-03,-1.767125979E+00
-6.243200E-03,-1.651360474E+00
-6.239800E-03,-1.686803713E+00
-6.236400E-03,-1.585656362E+00
-6.233000E-03,-1.526159182E+00
-6.229600E-03,-1.452043848E+00
-6.226200E-03,-1.523954890E+00
-6.222800E-03,-1.373925874E+00
-6.219400E-03,-1.349794350E+00
-6.216000E-03,-1.285192385E+00
-6.212600E-03,-1.254853930E+00
-6.209200E-03,-1.167222587E+00
-6.205800E-03,-1.159913510E+00
-6.202400E-03,-1.068434696E+00
-6.199000E-03,-1.023478087E+00
-6.195600E-03,-1.017348739E+00
-6.192200E-03,-957.773976E-03
-6.188800E-03,-884.760787E-03
-6.185400E-03,-875.092250E-03
-6.182000E-03,-722.936526E-03
-6.178600E-03,-699.829564E-03
-6.175200E-03,-642.614260E-03
-6.171800E-03,-685.211410E-03
-6.168400E-03,-562.291995E-03
-6.165000E-03,-481.969729E-03
-6.161600E-03,-481.969729E-03
-6.158200E-03,-401.647463E-03
-6.154800E-03,-395.595700E-03
-6.151400E-03,-241.002932E-03
-6.148000E-03,-249.569323E-03
-6.144600E-03,-241.002932E-03
-6.141200E-03,-160.680667E-03
-6.137800E-03,-160.680667E-03
-6.134400E-03,-36.135E-06
-6.131000E-03,-80.358401E-03
-6.127600E-03,-24.555578E-03
-6.124200E-03,+59.693796E-03
-6.120800E-03,+80.286130E-03
-6.117400E-03,+160.608396E-03
-6.114000E-03,+239.595764E-03
-6.110600E-03,+232.286687E-03
-6.107200E-03,+240.930662E-03
-6.103800E-03,+344.515056E-03
-6.100400E-03,+451.326252E-03
-6.097000E-03,+363.694909E-03
-6.093600E-03,+401.575193E-03
-6.090200E-03,+454.073631E-03
-6.086800E-03,+481.897458E-03
-6.083400E-03,+481.897458E-03
-6.080000E-03,+562.219724E-03
-6.076600E-03,+562.219724E-03
-6.073200E-03,+642.541990E-03
-6.069800E-03,+578.250360E-03
-6.066400E-03,+642.541990E-03
-6.063000E-03,+692.215465E-03
-6.059600E-03,+680.499857E-03
-6.056200E-03,+722.864255E-03
-6.052800E-03,+775.440277E-03
-6.049400E-03,+743.301422E-03
-6.046000E-03,+803.186521E-03
-6.042600E-03,+877.689774E-03
-6.039200E-03,+882.018721E-03
-6.035800E-03,+811.985663E-03
-6.032400E-03,+883.508787E-03
-6.029000E-03,+883.508787E-03
-6.025600E-03,+883.508787E-03
-6.022200E-03,+925.795601E-03
-6.018800E-03,+838.164258E-03
-6.015400E-03,+911.177447E-03
-6.012000E-03,+943.471469E-03
-6.008600E-03,+963.831052E-03
-6.005200E-03,+889.250215E-03
-6.001800E-03,+963.831052E-03
-5.998400E-03,+892.385513E-03
-5.995000E-03,+963.831052E-03
-5.991600E-03,+940.336172E-03
-5.988200E-03,+963.831052E-03
-5.984800E-03,+883.508787E-03
-5.981400E-03,+963.831052E-03
-5.978000E-03,+883.508787E-03
-5.974600E-03,+903.790786E-03
-5.971200E-03,+937.885209E-03
-5.967800E-03,+958.167208E-03
-5.964400E-03,+883.508787E-03
-5.961000E-03,+954.876742E-03
-5.957600E-03,+947.567665E-03
-5.954200E-03,+859.936322E-03
-5.950800E-03,+803.186521E-03
-5.947400E-03,+841.377140E-03
-5.944000E-03,+838.009091E-03
-5.940600E-03,+803.186521E-03
-5.937200E-03,+743.068670E-03
-5.933800E-03,+790.291183E-03
-5.930400E-03,+734.036777E-03
-5.927000E-03,+722.864255E-03
-5.923600E-03,+722.864255E-03
-5.920200E-03,+722.864255E-03
-5.916800E-03,+642.541990E-03
-5.913400E-03,+691.905130E-03
-5.910000E-03,+642.541990E-03
-5.906600E-03,+688.119269E-03
-5.903200E-03,+642.541990E-03
-5.899800E-03,+622.415158E-03
-5.896400E-03,+575.037478E-03
-5.893000E-03,+562.219724E-03
-5.889600E-03,+562.219724E-03
-5.886200E-03,+553.110247E-03
-5.882800E-03,+481.897458E-03
-5.879400E-03,+425.302825E-03
-5.876000E-03,+481.897458E-03
-5.872600E-03,+439.920979E-03
-5.869200E-03,+401.575193E-03
-5.865800E-03,+374.216868E-03
-5.862400E-03,+321.252927E-03
-5.859000E-03,+321.252927E-03
-5.855600E-03,+321.252927E-03
-5.852200E-03,+240.930662E-03
-5.848800E-03,+240.930662E-03
-5.845400E-03,+177.104534E-03
-5.842000E-03,+240.930662E-03
-5.838600E-03,+209.816369E-03
-5.835200E-03,+202.507291E-03
-5.831800E-03,+160.608396E-03
-5.828400E-03,+80.286130E-03
-5.825000E-03,+80.286130E-03
-5.821600E-03,+80.286130E-03
-5.818200E-03,+74.932621E-03
-5.814800E-03,-36.135E-06
-5.811400E-03,-36.135E-06
-5.808000E-03,-16.609858E-03
-5.804600E-03,-56.475601E-03
-5.801200E-03,-80.358401E-03
-5.797800E-03,-80.358401E-03
-5.794400E-03,-80.358401E-03
-5.791000E-03,-133.477509E-03
-5.787600E-03,-160.680667E-03
-5.784200E-03,-160.680667E-03
-5.780800E-03,-235.727007E-03
-5.777400E-03,-241.002932E-03
-5.774000E-03,-231.660703E-03
-5.770600E-03,-241.002932E-03
-5.767200E-03,-241.002932E-03
-5.763800E-03,-272.272393E-03
-5.760400E-03,-321.325198E-03
-5.757000E-03,-321.325198E-03
-5.753600E-03,-294.199624E-03
-5.750200E-03,-321.325198E-03
-5.746800E-03,-308.817779E-03
-5.743400E-03,-326.523540E-03
-5.740000E-03,-399.536728E-03
-5.736600E-03,-401.647463E-03
-5.733200E-03,-401.647463E-03
-5.729800E-03,-377.609496E-03
-5.726400E-03,-401.647463E-03
-5.723000E-03,-443.313608E-03
-5.719600E-03,-401.647463E-03
-5.716200E-03,-428.695453E-03
-5.712800E-03,-481.969729E-03
-5.709400E-03,-481.969729E-03
-5.706000E-03,-552.050479E-03
-5.702600E-03,-481.969729E-03
-5.699200E-03,-481.969729E-03
-5.695800E-03,-465.163255E-03
-5.692400E-03,-481.969729E-03
-5.689000E-03,-464.496720E-03
-5.685600E-03,-523.558289E-03
-5.682200E-03,-481.969729E-03
-5.678800E-03,-535.321589E-03
-5.675400E-03,-542.630666E-03
-5.672000E-03,-494.321981E-03
-5.668600E-03,-557.248820E-03
-5.665200E-03,-560.026092E-03
-5.661800E-03,-472.394749E-03
-5.658400E-03,-528.523880E-03
-5.655000E-03,-538.098860E-03
-5.651600E-03,-499.287571E-03
-5.648200E-03,-523.480706E-03
-5.644800E-03,-528.090095E-03
-5.641400E-03,-535.399173E-03
-5.638000E-03,-562.291995E-03
-5.634600E-03,-413.922131E-03
-5.631200E-03,-481.969729E-03
-5.627800E-03,-484.313216E-03
-5.624400E-03,-420.952591E-03
-5.621000E-03,-481.969729E-03
-5.617600E-03,-457.699011E-03
-5.614200E-03,-433.227259E-03
-5.610800E-03,-440.536336E-03
-5.607400E-03,-435.771779E-03
-5.604000E-03,-401.647463E-03
-5.600600E-03,-481.969729E-03
-5.597200E-03,-401.647463E-03
-5.593800E-03,-401.647463E-03
-5.590400E-03,-401.647463E-03
-5.587000E-03,-472.239581E-03
-5.583600E-03,-321.325198E-03
-5.580200E-03,-401.647463E-03
-5.576800E-03,-369.990084E-03
-5.573400E-03,-321.325198E-03
-5.570000E-03,-367.600732E-03
-5.566600E-03,-294.478241E-03
-5.563200E-03,-321.325198E-03
-5.559800E-03,-321.325198E-03
-5.556400E-03,-401.647463E-03
-5.553000E-03,-243.501587E-03
-5.549600E-03,-241.002932E-03
-5.546200E-03,-241.002932E-03
-5.542800E-03,-296.899312E-03
-5.539400E-03,-241.002932E-03
-5.536000E-03,-241.002932E-03
-5.532600E-03,-241.002932E-03
-5.529200E-03,-241.002932E-03
-5.525800E-03,-260.353926E-03
-5.522400E-03,-228.961016E-03
-5.519000E-03,-236.270093E-03
-5.515600E-03,-163.256905E-03
-5.512200E-03,-301.554567E-03
-5.508800E-03,-223.808540E-03
-5.505400E-03,-216.499462E-03
-5.502000E-03,-80.358401E-03
-5.498600E-03,-119.480025E-03
-5.495200E-03,-80.358401E-03
-5.491800E-03,-160.680667E-03
-5.488400E-03,-80.358401E-03
-5.485000E-03,-80.358401E-03
-5.481600E-03,-80.358401E-03
-5.478200E-03,-36.135E-06
-5.474800E-03,-70.395502E-03
-5.471400E-03,-36.135E-06
-5.468000E-03,-24.617189E-03
-5.464600E-03,-36.135E-06
-5.461200E-03,-39.235343E-03
-5.457800E-03,+46.472150E-03
-5.454400E-03,-80.358401E-03
-5.451000E-03,+61.090304E-03
-5.447600E-03,-36.135E-06
-5.444200E-03,+75.708459E-03
-5.440800E-03,+77.554725E-03
-5.437400E-03,+80.286130E-03
-5.434000E-03,+62.936570E-03
-5.430600E-03,+55.627493E-03
-5.427200E-03,+31.931579E-03
-5.423800E-03,-36.135E-06
-5.420400E-03,+80.286130E-03
-5.417000E-03,+80.286130E-03
-5.413600E-03,+19.082107E-03
-5.410200E-03,+11.773030E-03
