x-axis,2
second,Volt
-6.760000E-03,
-6.756600E-03,+2.416519215E+00
-6.753200E-03,+2.431135893E+00
-6.749800E-03,+2.431135893E+00
-6.746400E-03,+2.350733884E+00
-6.743000E-03,+2.416487237E+00
-6.739600E-03,+2.431135893E+00
-6.736200E-03,+2.380015207E+00
-6.732800E-03,+2.350733884E+00
-6.729400E-03,+2.431135893E+00
-6.726000E-03,+2.321562199E+00
-6.722600E-03,+2.431135893E+00
-6.719200E-03,+2.365272901E+00
-6.715800E-03,+2.357956568E+00
-6.712400E-03,+2.350733884E+00
-6.709000E-03,+2.423725909E+00
-6.705600E-03,+2.380186518E+00
-6.702200E-03,+2.431135893E+00
-6.698800E-03,+2.372417924E+00
-6.695400E-03,+2.474862584E+00
-6.692000E-03,+2.350733884E+00
-6.688600E-03,+2.431135893E+00
-6.685200E-03,+2.431135893E+00
-6.681800E-03,+2.416674536E+00
-6.678400E-03,+2.423990870E+00
-6.675000E-03,+2.350733884E+00
-6.671600E-03,+2.423648249E+00
-6.668200E-03,+2.431135893E+00
-6.664800E-03,+2.431135893E+00
-6.661400E-03,+2.350733884E+00
-6.658000E-03,+2.431135893E+00
-6.654600E-03,+2.431135893E+00
-6.651200E-03,+2.379750247E+00
-6.647800E-03,+2.511537902E+00
-6.644400E-03,+2.511537902E+00
-6.641000E-03,+2.591939911E+00
-6.637600E-03,+2.591939911E+00
-6.634200E-03,+2.745178625E+00
-6.630800E-03,+2.737862291E+00
-6.627400E-03,+2.774941902E+00
-6.624000E-03,+2.803631633E+00
-6.620600E-03,+2.906807218E+00
-6.617200E-03,+2.993949957E+00
-6.613800E-03,+2.993949957E+00
-6.610400E-03,+3.133131607E+00
-6.607000E-03,+3.154753976E+00
-6.603600E-03,+3.235155985E+00
-6.600200E-03,+3.395960003E+00
-6.596800E-03,+3.395960003E+00
-6.593400E-03,+3.556764022E+00
-6.590000E-03,+3.614890398E+00
-6.586600E-03,+3.747160007E+00
-6.583200E-03,+3.797970049E+00
-6.579800E-03,+3.878372058E+00
-6.576400E-03,+4.039176077E+00
-6.573000E-03,+4.119578086E+00
-6.569600E-03,+4.280382104E+00
-6.566200E-03,+4.360784113E+00
-6.562800E-03,+4.361592700E+00
-6.559400E-03,+4.521588132E+00
-6.556000E-03,+4.617027101E+00
-6.552600E-03,+4.762794159E+00
-6.549200E-03,+4.843196169E+00
-6.545800E-03,+5.004000187E+00
-6.542400E-03,+5.040099901E+00
-6.539000E-03,+5.245206214E+00
-6.535600E-03,+5.245206214E+00
-6.532200E-03,+5.391859519E+00
-6.528800E-03,+5.412844613E+00
-6.525400E-03,+5.647216260E+00
-6.522000E-03,+5.727618270E+00
-6.518600E-03,+5.858193046E+00
-6.515200E-03,+5.968824297E+00
-6.511800E-03,+6.078973595E+00
-6.508400E-03,+6.166691938E+00
-6.505000E-03,+6.326454387E+00
-6.501600E-03,+6.422530632E+00
-6.498200E-03,+6.531638362E+00
-6.494800E-03,+6.612040371E+00
-6.491400E-03,+6.692442380E+00
-6.488000E-03,+6.852686784E+00
-6.484600E-03,+6.933648407E+00
-6.481200E-03,+7.014050417E+00
-6.477800E-03,+7.094452426E+00
-6.474400E-03,+7.204679384E+00
-6.471000E-03,+7.378919180E+00
-6.467600E-03,+7.416060463E+00
-6.464200E-03,+7.576864481E+00
-6.460800E-03,+7.657266490E+00
-6.457400E-03,+7.737668499E+00
-6.454000E-03,+7.891793460E+00
-6.450600E-03,+7.898472518E+00
-6.447200E-03,+8.123771327E+00
-6.443800E-03,+8.074546479E+00
-6.440400E-03,+8.220080554E+00
-6.437000E-03,+8.270579954E+00
-6.433600E-03,+8.343665629E+00
-6.430200E-03,+8.425419850E+00
-6.426800E-03,+8.541688591E+00
-6.423400E-03,+8.622090600E+00
-6.420000E-03,+8.622090600E+00
-6.416600E-03,+8.789496016E+00
-6.413200E-03,+8.782894619E+00
-6.409800E-03,+8.863296628E+00
-6.406400E-03,+8.943698637E+00
-6.403000E-03,+9.024100646E+00
-6.399600E-03,+9.054080917E+00
-6.396200E-03,+9.110311456E+00
-6.392800E-03,+9.149115594E+00
-6.389400E-03,+9.213377402E+00
-6.386000E-03,+9.206061069E+00
-6.382600E-03,+9.331868613E+00
-6.379200E-03,+9.345708683E+00
-6.375800E-03,+9.345708683E+00
-6.372400E-03,+9.409892831E+00
-6.369000E-03,+9.441535957E+00
-6.365600E-03,+9.506512702E+00
-6.362200E-03,+9.536570633E+00
-6.358800E-03,+9.586914711E+00
-6.355400E-03,+9.542224112E+00
-6.352000E-03,+9.558519634E+00
-6.348600E-03,+9.586914711E+00
-6.345200E-03,+9.600677120E+00
-6.341800E-03,+9.519404853E+00
-6.338400E-03,+9.587784969E+00
-6.335000E-03,+9.675503311E+00
-6.331600E-03,+9.651813795E+00
-6.328200E-03,+9.690135979E+00
-6.324800E-03,+9.667316720E+00
