x-axis,2
second,Volt
-4.190000E-03,+7.413070682E+00
-4.185400E-03,+7.413070682E+00
-4.180800E-03,+7.413070682E+00
-4.176200E-03,+7.372864485E+00
-4.171600E-03,+7.439840419E+00
-4.167000E-03,+7.453338520E+00
-4.162400E-03,+7.453266494E+00
-4.157800E-03,+7.439809599E+00
-4.153200E-03,+7.372864485E+00
-4.148600E-03,+7.372864485E+00
-4.144000E-03,+7.453266494E+00
-4.139400E-03,+7.372864485E+00
-4.134800E-03,+7.372864485E+00
-4.130200E-03,+7.372864485E+00
-4.125600E-03,+7.453266494E+00
-4.121000E-03,+7.453266494E+00
-4.116400E-03,+7.439717137E+00
-4.111800E-03,+7.372864485E+00
-4.107200E-03,+7.386095250E+00
-4.102600E-03,+7.386444663E+00
-4.098000E-03,+7.412875373E+00
-4.093400E-03,+7.399264374E+00
-4.088800E-03,+7.306073474E+00
-4.084200E-03,+7.413286426E+00
-4.079600E-03,+7.440097370E+00
-4.075000E-03,+7.439624675E+00
-4.070400E-03,+7.372864485E+00
-4.065800E-03,+7.453266494E+00
-4.061200E-03,+7.519995863E+00
-4.056600E-03,+7.413348068E+00
-4.052000E-03,+7.372864485E+00
-4.047400E-03,+7.453266494E+00
-4.042800E-03,+7.372864485E+00
-4.038200E-03,+7.385941147E+00
-4.033600E-03,+7.439532213E+00
-4.029000E-03,+7.372864485E+00
-4.024400E-03,+7.453266494E+00
-4.019800E-03,+7.386629586E+00
-4.015200E-03,+7.412690449E+00
-4.010600E-03,+7.440251473E+00
-4.006000E-03,+7.386660407E+00
-4.001400E-03,+7.453266494E+00
-3.996800E-03,+7.385848685E+00
-3.992200E-03,+7.320115961E+00
-3.987600E-03,+7.413502171E+00
-3.983000E-03,+7.440313114E+00
-3.978400E-03,+7.439408930E+00
-3.973800E-03,+7.453266494E+00
-3.969200E-03,+7.466189053E+00
-3.964600E-03,+7.453266494E+00
-3.960000E-03,+7.453266494E+00
-3.955400E-03,+7.440374756E+00
-3.950800E-03,+7.453266494E+00
-3.946200E-03,+7.453266494E+00
-3.941600E-03,+7.440405576E+00
-3.937000E-03,+7.372864485E+00
-3.932400E-03,+7.413625454E+00
-3.927800E-03,+7.453266494E+00
-3.923200E-03,+7.453266494E+00
-3.918600E-03,+7.453266494E+00
-3.914000E-03,+7.385663761E+00
-3.909400E-03,+7.372864485E+00
-3.904800E-03,+7.453266494E+00
-3.900200E-03,+7.385632941E+00
-3.895600E-03,+7.439224007E+00
-3.891000E-03,+7.372864485E+00
-3.886400E-03,+7.372864485E+00
-3.881800E-03,+7.372864485E+00
-3.877200E-03,+7.413748736E+00
-3.872600E-03,+7.453266494E+00
-3.868000E-03,+7.372864485E+00
-3.863400E-03,+7.413779557E+00
-3.858800E-03,+7.372864485E+00
-3.854200E-03,+7.372864485E+00
-3.849600E-03,+7.453266494E+00
-3.845000E-03,+7.440621321E+00
-3.840400E-03,+7.387030255E+00
-3.835800E-03,+7.372864485E+00
-3.831200E-03,+7.385478837E+00
-3.826600E-03,+7.453266494E+00
-3.822000E-03,+7.412258960E+00
-3.817400E-03,+7.440682962E+00
-3.812800E-03,+7.439039083E+00
-3.808200E-03,+7.413902839E+00
-3.803600E-03,+7.385417196E+00
-3.799000E-03,+7.439008262E+00
-3.794400E-03,+7.374600826E+00
-3.789800E-03,+7.453266494E+00
-3.785200E-03,+7.372864485E+00
-3.780600E-03,+7.413964481E+00
-3.776000E-03,+7.453266494E+00
-3.771400E-03,+7.453266494E+00
-3.766800E-03,+7.413995301E+00
-3.762200E-03,+7.372864485E+00
-3.757600E-03,+7.387215179E+00
-3.753000E-03,+7.453266494E+00
-3.748400E-03,+7.440837065E+00
-3.743800E-03,+7.453266494E+00
-3.739200E-03,+7.414056943E+00
-3.734600E-03,+7.385263093E+00
-3.730000E-03,+7.438854159E+00
-3.725400E-03,+7.331641206E+00
-3.720800E-03,+7.465634281E+00
-3.716200E-03,+7.387307641E+00
-3.711600E-03,+7.453266494E+00
-3.707000E-03,+7.440929527E+00
-3.702400E-03,+7.372864485E+00
-3.697800E-03,+7.453266494E+00
-3.693200E-03,+7.440960348E+00
-3.688600E-03,+7.504658909E+00
-3.684000E-03,+7.453266494E+00
-3.679400E-03,+7.317013127E+00
-3.674800E-03,+7.424195259E+00
-3.670200E-03,+7.453266494E+00
-3.665600E-03,+7.453266494E+00
-3.661000E-03,+7.387430923E+00
-3.656400E-03,+7.372864485E+00
-3.651800E-03,+7.441052810E+00
-3.647200E-03,+7.372864485E+00
-3.642600E-03,+7.411858292E+00
-3.638000E-03,+7.441083630E+00
-3.633400E-03,+7.387492564E+00
-3.628800E-03,+7.414303508E+00
-3.624200E-03,+7.453266494E+00
-3.619600E-03,+7.372864485E+00
-3.615000E-03,+7.372864485E+00
-3.610400E-03,+7.372864485E+00
-3.605800E-03,+7.387554206E+00
